Country,City,AQI_Value,AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM_25_AQI_Value,PM_25_AQI_Category
34,12841,24,2,0,1,11,1,3,1,24,2
1,12842,42,2,1,1,42,1,0,1,29,2
20,12843,69,1,1,1,67,2,0,1,69,1
20,12843,69,1,1,1,67,2,0,1,69,1
6,12844,61,1,1,1,49,1,0,1,61,1
7,12845,157,3,5,1,100,5,15,1,157,3
5,12846,68,1,2,1,32,1,5,1,68,1
5,12847,60,1,1,1,45,1,1,1,60,1
50,12848,12,2,0,1,12,1,1,1,5,2
9,12849,62,1,1,1,40,1,0,1,62,1
5,12850,73,1,1,1,44,1,2,1,73,1
9,12851,41,2,1,1,39,1,1,1,41,2
2,12852,50,2,1,1,25,1,0,1,50,2
5,12853,49,2,1,1,49,1,0,1,33,2
5,12854,43,2,1,1,43,1,4,1,43,2
7,12855,200,3,5,1,200,3,7,1,163,3
34,12856,36,2,0,1,36,1,0,1,17,2
16,12857,171,3,5,1,119,5,5,1,171,3
106,12858,78,1,2,1,27,1,3,1,78,1
5,12859,54,1,1,1,44,1,5,1,54,1
13,12860,46,2,1,1,46,1,2,1,38,2
29,12861,95,1,6,1,28,1,0,1,95,1
20,12862,58,1,1,1,37,1,2,1,58,1
31,12863,37,2,1,1,25,1,2,1,37,2
20,12864,35,2,1,1,33,1,2,1,35,2
2,12865,24,2,1,1,13,1,0,1,24,2
2,12865,24,2,1,1,13,1,0,1,24,2
2,12865,24,2,1,1,13,1,0,1,24,2
2,12865,24,2,1,1,13,1,0,1,24,2
2,12865,24,2,1,1,13,1,0,1,24,2
2,12865,24,2,1,1,13,1,0,1,24,2
2,12865,24,2,1,1,13,1,0,1,24,2
2,12865,24,2,1,1,13,1,0,1,24,2
2,12865,24,2,1,1,13,1,0,1,24,2
9,12866,69,1,1,1,21,1,6,1,69,1
5,12867,41,2,1,1,41,1,2,1,34,2
85,12868,72,1,2,1,21,1,0,1,72,1
1,12869,37,2,1,1,37,1,0,1,21,2
28,12870,53,1,1,1,40,1,0,1,53,1
8,12871,34,2,0,1,34,1,1,1,13,2
5,12872,34,2,1,1,30,1,7,1,34,2
20,12873,61,1,1,1,36,1,3,1,61,1
170,12874,81,1,1,1,41,1,0,1,81,1
5,12875,86,1,2,1,15,1,19,1,86,1
5,12875,86,1,2,1,15,1,19,1,86,1
5,12875,86,1,2,1,15,1,19,1,86,1
5,12875,86,1,2,1,15,1,19,1,86,1
8,12876,39,2,1,1,23,1,6,1,39,2
1,12877,40,2,1,1,40,1,0,1,30,2
5,12878,94,1,2,1,22,1,18,1,94,1
8,12879,37,2,1,1,23,1,6,1,37,2
8,12879,37,2,1,1,23,1,6,1,37,2
5,12880,55,1,1,1,28,1,9,1,55,1
29,12881,267,4,16,1,106,5,10,1,267,4
9,12882,83,1,2,1,17,1,9,1,83,1
57,12883,34,2,0,1,25,1,1,1,34,2
57,12884,106,5,6,1,1,1,15,1,106,5
5,12885,32,2,1,1,32,1,7,1,27,2
5,12886,60,1,2,1,19,1,15,1,60,1
5,12886,60,1,2,1,19,1,15,1,60,1
5,12887,65,1,2,1,25,1,11,1,65,1
5,12887,65,1,2,1,25,1,11,1,65,1
5,12887,65,1,2,1,25,1,11,1,65,1
5,12888,71,1,2,1,16,1,22,1,71,1
3,12889,57,1,1,1,44,1,2,1,57,1
2,12890,25,2,0,1,25,1,0,1,22,2
2,12891,56,1,1,1,26,1,1,1,56,1
3,12892,62,1,1,1,62,2,0,1,22,2
7,12893,172,3,8,1,16,1,33,1,172,3
2,12894,23,2,0,1,21,1,0,1,23,2
12,12895,98,1,2,1,29,1,2,1,98,1
20,12896,44,2,1,1,44,1,0,1,22,2
7,12897,151,3,5,1,7,1,17,1,151,3
46,12898,77,1,0,1,34,1,0,1,77,1
1,12899,41,2,1,1,41,1,0,1,26,2
5,12900,38,2,1,1,35,1,4,1,38,2
5,12901,35,2,1,1,31,1,3,1,35,2
5,12902,58,1,1,1,46,1,5,1,58,1
5,12903,46,2,1,1,31,1,0,1,46,2
46,12904,171,3,4,1,89,2,6,1,171,3
5,12905,54,1,1,1,33,1,2,1,54,1
16,12906,97,1,2,1,48,1,1,1,97,1
1,12907,35,2,1,1,35,1,2,1,13,2
15,12908,27,2,1,1,25,1,5,1,27,2
15,12908,27,2,1,1,25,1,5,1,27,2
5,12909,55,1,2,1,34,1,5,1,55,1
5,12909,55,1,2,1,34,1,5,1,55,1
5,12909,55,1,2,1,34,1,5,1,55,1
14,12910,26,2,1,1,17,1,1,1,26,2
5,12911,57,1,1,1,20,1,3,1,57,1
20,12912,59,1,1,1,37,1,3,1,59,1
5,12913,58,1,2,1,26,1,12,1,58,1
5,12914,41,2,1,1,41,1,2,1,38,2
5,12914,41,2,1,1,41,1,2,1,38,2
47,12915,36,2,0,1,25,1,0,1,36,2
7,12916,120,5,4,1,24,1,11,1,120,5
3,12917,48,2,1,1,48,1,1,1,25,2
3,12918,55,1,1,1,42,1,2,1,55,1
23,12919,45,2,1,1,45,1,1,1,30,2
2,12920,48,2,1,1,10,1,4,1,48,2
2,12921,50,2,1,1,7,1,2,1,50,2
2,12921,50,2,1,1,7,1,2,1,50,2
11,12922,73,1,1,1,37,1,1,1,73,1
11,12922,73,1,1,1,37,1,1,1,73,1
2,12923,27,2,1,1,12,1,0,1,27,2
9,12924,31,2,0,1,29,1,1,1,31,2
3,12925,43,2,1,1,43,1,0,1,24,2
3,12926,47,2,1,1,47,1,1,1,37,2
7,12927,50,2,1,1,38,1,0,1,50,2
2,12928,32,2,0,1,12,1,2,1,32,2
18,12929,34,2,0,1,26,1,0,1,34,2
2,12930,57,1,1,1,8,1,3,1,57,1
66,12931,50,2,2,1,14,1,0,1,50,2
138,12932,49,2,1,1,49,1,1,1,24,2
20,12933,45,2,1,1,24,1,4,1,45,2
16,12934,130,5,2,1,24,1,3,1,130,5
2,12935,16,2,0,1,10,1,1,1,16,2
20,12936,69,1,1,1,35,1,2,1,69,1
3,12937,66,1,1,1,38,1,4,1,66,1
5,12938,57,1,1,1,22,1,3,1,57,1
5,12938,57,1,1,1,22,1,3,1,57,1
5,12939,71,1,2,1,17,1,22,1,71,1
5,12940,79,1,0,1,22,1,0,1,79,1
20,12941,44,2,1,1,24,1,2,1,44,2
6,12942,40,2,1,1,21,1,5,1,40,2
5,12943,96,1,1,1,24,1,9,1,96,1
2,12944,54,1,1,1,13,1,0,1,54,1
2,12945,39,2,1,1,5,1,2,1,39,2
34,12946,20,2,0,1,20,1,0,1,19,2
5,12947,58,1,2,1,15,1,7,1,58,1
5,12947,58,1,2,1,15,1,7,1,58,1
5,12948,53,1,1,1,39,1,4,1,53,1
20,12949,29,2,0,1,29,1,2,1,24,2
2,12950,55,1,1,1,12,1,1,1,55,1
1,12951,37,2,1,1,37,1,0,1,17,2
5,12952,46,2,1,1,28,1,7,1,46,2
54,12953,37,2,1,1,27,1,3,1,37,2
3,12954,40,2,1,1,23,1,3,1,40,2
23,12955,45,2,1,1,45,1,0,1,18,2
23,12955,45,2,1,1,45,1,0,1,18,2
20,12956,29,2,0,1,29,1,2,1,25,2
5,12957,54,1,1,1,28,1,8,1,54,1
5,12958,87,1,2,1,26,1,22,1,87,1
5,12959,54,1,1,1,27,1,2,1,54,1
25,12960,179,3,9,1,24,1,8,1,179,3
60,12961,61,1,1,1,23,1,0,1,61,1
83,12962,18,2,0,1,18,1,0,1,17,2
32,12963,44,2,1,1,44,1,0,1,15,2
18,12964,56,1,1,1,13,1,4,1,56,1
18,12964,56,1,1,1,13,1,4,1,56,1
3,12965,71,1,1,1,71,2,0,1,56,1
20,12966,40,2,1,1,36,1,1,1,40,2
5,12967,26,2,1,1,26,1,4,1,26,2
5,12968,133,5,1,1,20,1,3,1,133,5
3,12969,151,3,4,1,17,1,6,1,151,3
62,12970,82,1,1,1,43,1,1,1,82,1
5,12971,61,1,2,1,44,1,8,1,61,1
7,12972,47,2,2,1,47,1,2,1,44,2
109,12973,142,5,1,1,44,1,3,1,142,5
51,12974,40,2,1,1,22,1,0,1,40,2
172,12975,161,3,3,1,124,5,18,1,161,3
109,12976,128,5,1,1,38,1,2,1,128,5
54,12977,38,2,1,1,38,1,0,1,32,2
88,12978,54,1,1,1,48,1,0,1,54,1
54,12979,42,2,1,1,42,1,0,1,15,2
54,12979,42,2,1,1,42,1,0,1,15,2
2,12980,45,2,1,1,21,1,1,1,45,2
3,12981,96,1,1,1,56,2,0,1,96,1
5,12982,46,2,1,1,46,1,1,1,42,2
57,12983,155,3,3,1,12,1,7,1,155,3
9,12984,71,1,2,1,28,1,6,1,71,1
5,12985,72,1,3,1,5,1,10,1,72,1
30,12986,44,2,1,1,30,1,1,1,44,2
10,12987,18,2,1,1,10,1,0,1,18,2
34,12988,32,2,0,1,32,1,0,1,8,2
5,12989,33,2,1,1,25,1,7,1,33,2
5,12989,33,2,1,1,25,1,7,1,33,2
22,12990,73,1,2,1,1,1,8,1,73,1
22,12990,73,1,2,1,1,1,8,1,73,1
20,12991,64,1,1,1,27,1,3,1,64,1
2,12992,40,2,1,1,13,1,1,1,40,2
6,12993,43,2,1,1,28,1,4,1,43,2
144,12994,84,1,2,1,13,1,0,1,84,1
20,12995,53,1,1,1,29,1,3,1,53,1
5,12996,81,1,2,1,9,1,6,1,81,1
34,12997,31,2,0,1,25,1,0,1,31,2
7,12998,155,3,4,1,155,3,5,1,100,5
7,12999,137,5,1,1,47,1,0,1,137,5
23,13000,99,1,2,1,99,2,0,1,41,2
2,13001,36,2,0,1,17,1,1,1,36,2
1,13002,44,2,1,1,31,1,7,1,44,2
18,13003,39,2,1,1,31,1,0,1,39,2
5,13004,76,1,1,1,40,1,5,1,76,1
5,13005,81,1,2,1,12,1,18,1,81,1
9,13006,32,2,0,1,29,1,2,1,32,2
100,13007,79,1,6,1,23,1,2,1,79,1
5,13008,72,1,1,1,30,1,5,1,72,1
5,13009,39,2,1,1,39,1,2,1,39,2
51,13010,18,2,0,1,18,1,3,1,16,2
5,13011,50,2,1,1,46,1,3,1,50,2
16,13012,59,1,0,1,27,1,0,1,59,1
5,13013,50,2,1,1,13,1,5,1,50,2
23,13014,45,2,1,1,34,1,4,1,45,2
20,13015,34,2,1,1,34,1,2,1,25,2
69,13016,33,2,1,1,33,1,0,1,17,2
69,13017,26,2,1,1,9,1,1,1,26,2
5,13018,45,2,1,1,42,1,2,1,45,2
3,13019,46,2,1,1,46,1,0,1,29,2
14,13020,31,2,1,1,29,1,0,1,31,2
42,13021,41,2,1,1,19,1,0,1,41,2
42,13021,41,2,1,1,19,1,0,1,41,2
42,13021,41,2,1,1,19,1,0,1,41,2
23,13022,53,1,1,1,40,1,5,1,53,1
117,13023,152,3,4,1,18,1,12,1,152,3
3,13024,85,1,1,1,58,2,0,1,85,1
2,13025,66,1,1,1,29,1,3,1,66,1
10,13026,87,1,1,1,28,1,1,1,87,1
1,13027,39,2,1,1,39,1,0,1,19,2
5,13028,59,1,2,1,38,1,8,1,59,1
5,13028,59,1,2,1,38,1,8,1,59,1
5,13029,154,3,4,1,12,1,26,1,154,3
8,13030,36,2,1,1,36,1,0,1,29,2
15,13031,40,2,1,1,35,1,1,1,40,2
20,13032,54,1,1,1,47,1,0,1,54,1
7,13033,185,3,13,1,5,1,35,1,185,3
23,13034,56,1,1,1,31,1,8,1,56,1
10,13035,28,2,1,1,8,1,1,1,28,2
5,13036,45,2,1,1,29,1,5,1,45,2
5,13037,57,1,1,1,28,1,5,1,57,1
15,13038,34,2,1,1,21,1,5,1,34,2
15,13038,34,2,1,1,21,1,5,1,34,2
128,13039,58,1,2,1,3,1,12,1,58,1
7,13040,161,3,5,1,156,3,9,1,161,3
86,13041,52,1,0,1,20,1,2,1,52,1
7,13042,46,2,1,1,21,1,4,1,46,2
7,13042,46,2,1,1,21,1,4,1,46,2
16,13043,163,3,4,1,48,1,8,1,163,3
20,13044,41,2,0,1,41,1,0,1,26,2
20,13045,69,1,1,1,49,1,0,1,69,1
3,13046,42,2,1,1,42,1,3,1,40,2
5,13047,151,3,2,1,18,1,5,1,151,3
5,13047,151,3,2,1,18,1,5,1,151,3
5,13047,151,3,2,1,18,1,5,1,151,3
1,13048,34,2,1,1,34,1,3,1,34,2
54,13049,46,2,1,1,46,1,0,1,30,2
23,13050,97,1,3,1,25,1,16,1,97,1
2,13051,35,2,1,1,24,1,0,1,35,2
13,13052,32,2,1,1,32,1,0,1,4,2
48,13053,141,5,2,1,4,1,21,1,141,5
89,13054,30,2,1,1,26,1,0,1,30,2
3,13055,83,1,1,1,49,1,0,1,83,1
5,13056,59,1,1,1,35,1,1,1,59,1
20,13057,50,2,1,1,43,1,0,1,50,2
92,13058,31,2,1,1,23,1,0,1,31,2
54,13059,48,2,1,1,42,1,0,1,48,2
54,13059,48,2,1,1,42,1,0,1,48,2
15,13060,34,2,1,1,31,1,1,1,34,2
34,13061,15,2,0,1,15,1,0,1,13,2
5,13062,59,1,1,1,25,1,11,1,59,1
143,13063,150,3,1,1,47,1,0,1,150,3
71,13064,122,5,1,1,22,1,1,1,122,5
39,13065,97,1,2,1,42,1,7,1,97,1
3,13066,59,1,1,1,34,1,3,1,59,1
22,13067,198,3,4,1,3,1,18,1,198,3
5,13068,63,1,1,1,5,1,20,1,63,1
2,13069,60,1,1,1,10,1,2,1,60,1
15,13070,28,2,1,1,28,1,5,1,26,2
5,13071,64,1,1,1,18,1,11,1,64,1
21,13072,18,2,0,1,9,1,2,1,18,2
9,13073,46,2,1,1,36,1,2,1,46,2
2,13074,50,2,1,1,12,1,2,1,50,2
15,13075,38,2,1,1,32,1,1,1,38,2
23,13076,84,1,2,1,24,1,18,1,84,1
1,13077,35,2,1,1,35,1,1,1,12,2
23,13078,59,1,1,1,51,2,3,1,59,1
69,13079,25,2,2,1,25,1,0,1,18,2
5,13080,41,2,1,1,33,1,1,1,41,2
2,13081,45,2,1,1,22,1,0,1,45,2
23,13082,52,1,1,1,28,1,4,1,52,1
22,13083,57,1,1,1,27,1,0,1,57,1
5,13084,57,1,1,1,46,1,1,1,57,1
105,13085,84,1,2,1,12,1,1,1,84,1
16,13086,156,3,4,1,15,1,11,1,156,3
5,13087,57,1,1,1,46,1,4,1,57,1
5,13088,65,1,1,1,29,1,3,1,65,1
5,13089,154,3,4,1,7,1,26,1,154,3
22,13090,88,1,2,1,12,1,3,1,88,1
22,13090,88,1,2,1,12,1,3,1,88,1
22,13090,88,1,2,1,12,1,3,1,88,1
5,13091,70,1,2,1,11,1,16,1,70,1
5,13092,65,1,2,1,34,1,9,1,65,1
20,13093,33,2,0,1,29,1,1,1,33,2
22,13094,42,2,1,1,23,1,0,1,42,2
22,13094,42,2,1,1,23,1,0,1,42,2
22,13094,42,2,1,1,23,1,0,1,42,2
20,13095,32,2,1,1,32,1,3,1,27,2
5,13096,43,2,1,1,19,1,6,1,43,2
5,13097,61,1,2,1,30,1,8,1,61,1
5,13097,61,1,2,1,30,1,8,1,61,1
9,13098,30,2,1,1,25,1,1,1,30,2
54,13099,35,2,0,1,35,1,0,1,19,2
54,13099,35,2,0,1,35,1,0,1,19,2
54,13099,35,2,0,1,35,1,0,1,19,2
1,13100,32,2,1,1,32,1,0,1,29,2
5,13101,64,1,2,1,14,1,19,1,64,1
5,13102,56,1,1,1,12,1,9,1,56,1
5,13103,63,1,1,1,33,1,1,1,63,1
7,13104,115,5,3,1,40,1,2,1,115,5
29,13105,53,1,1,1,22,1,0,1,53,1
85,13106,61,1,2,1,27,1,0,1,61,1
21,13107,65,1,0,1,27,1,0,1,65,1
4,13108,43,2,1,1,26,1,3,1,43,2
15,13109,38,2,1,1,30,1,3,1,38,2
1,13110,48,2,1,1,40,1,0,1,48,2
23,13111,45,2,1,1,37,1,4,1,45,2
40,13112,73,1,1,1,15,1,0,1,73,1
65,13113,58,1,1,1,39,1,2,1,58,1
65,13113,58,1,1,1,39,1,2,1,58,1
5,13114,70,1,1,1,46,1,5,1,70,1
121,13115,144,5,1,1,53,2,0,1,144,5
85,13116,102,5,6,1,30,1,2,1,102,5
2,13117,56,1,1,1,8,1,1,1,56,1
5,13118,74,1,2,1,40,1,10,1,74,1
18,13119,16,2,0,1,16,1,0,1,13,2
1,13120,48,2,1,1,32,1,0,1,48,2
20,13121,30,2,0,1,30,1,1,1,27,2
136,13122,42,2,1,1,14,1,0,1,42,2
47,13123,56,1,1,1,27,1,0,1,56,1
16,13124,181,3,3,1,94,2,4,1,181,3
1,13125,31,2,1,1,31,1,0,1,30,2
23,13126,43,2,1,1,43,1,1,1,36,2
125,13127,21,2,0,1,17,1,0,1,21,2
5,13128,67,1,2,1,9,1,22,1,67,1
5,13129,40,2,1,1,40,1,4,1,25,2
9,13130,145,5,1,1,34,1,1,1,145,5
5,13131,59,1,1,1,21,1,6,1,59,1
5,13132,48,2,1,1,48,1,3,1,42,2
5,13133,60,1,1,1,8,1,17,1,60,1
97,13134,46,2,1,1,46,1,1,1,22,2
18,13135,54,1,1,1,26,1,1,1,54,1
5,13136,75,1,2,1,17,1,19,1,75,1
16,13137,131,5,1,1,34,1,0,1,131,5
54,13138,49,2,1,1,31,1,0,1,49,2
64,13139,40,2,1,1,17,1,0,1,40,2
3,13140,65,1,2,1,48,1,8,1,65,1
15,13141,78,1,1,1,27,1,0,1,78,1
15,13141,78,1,1,1,27,1,0,1,78,1
12,13142,52,1,1,1,29,1,0,1,52,1
65,13143,70,1,1,1,35,1,1,1,70,1
7,13144,207,4,7,1,207,4,9,1,170,3
65,13145,40,2,1,1,40,1,1,1,9,2
20,13146,52,1,1,1,29,1,3,1,52,1
5,13147,49,2,1,1,19,1,5,1,49,2
5,13147,49,2,1,1,19,1,5,1,49,2
20,13148,31,2,1,1,29,1,4,1,31,2
10,13149,81,1,1,1,22,1,1,1,81,1
18,13150,84,1,1,1,26,1,1,1,84,1
5,13151,67,1,2,1,29,1,8,1,67,1
20,13152,34,2,1,1,27,1,3,1,34,2
65,13153,47,2,1,1,37,1,0,1,47,2
57,13154,74,1,3,1,2,1,5,1,74,1
85,13155,75,1,2,1,26,1,0,1,75,1
18,13156,31,2,1,1,16,1,0,1,31,2
54,13157,33,2,1,1,33,1,2,1,28,2
5,13158,57,1,1,1,25,1,5,1,57,1
47,13159,56,1,1,1,30,1,0,1,56,1
60,13160,86,1,1,1,47,1,0,1,86,1
141,13161,51,1,1,1,20,1,0,1,51,1
3,13162,56,1,1,1,46,1,0,1,56,1
107,13163,39,2,0,1,30,1,0,1,39,2
20,13164,60,1,2,1,29,1,6,1,60,1
5,13165,53,1,1,1,30,1,9,1,53,1
5,13165,53,1,1,1,30,1,9,1,53,1
5,13165,53,1,1,1,30,1,9,1,53,1
69,13166,14,2,0,1,13,1,0,1,14,2
8,13167,35,2,1,1,29,1,5,1,35,2
8,13168,52,1,1,1,19,1,8,1,52,1
2,13169,19,2,0,1,19,1,0,1,15,2
2,13169,19,2,0,1,19,1,0,1,15,2
1,13170,35,2,1,1,33,1,0,1,35,2
5,13171,63,1,1,1,19,1,10,1,63,1
20,13172,59,1,1,1,36,1,2,1,59,1
20,13173,60,1,1,1,37,1,2,1,60,1
5,13174,46,2,1,1,33,1,3,1,46,2
136,13175,164,3,1,1,37,1,0,1,164,3
136,13175,164,3,1,1,37,1,0,1,164,3
1,13176,26,2,1,1,26,1,3,1,25,2
16,13177,74,1,2,1,19,1,3,1,74,1
5,13178,51,1,1,1,29,1,5,1,51,1
8,13179,30,2,1,1,30,1,3,1,26,2
2,13180,157,3,5,1,2,1,18,1,157,3
16,13181,144,5,2,1,131,5,0,1,144,5
20,13182,58,1,1,1,37,1,2,1,58,1
102,13183,63,1,0,1,22,1,0,1,63,1
1,13184,35,2,1,1,35,1,1,1,33,2
14,13185,139,5,3,1,7,1,10,1,139,5
14,13185,139,5,3,1,7,1,10,1,139,5
14,13185,139,5,3,1,7,1,10,1,139,5
20,13186,56,1,1,1,37,1,4,1,56,1
79,13187,56,1,1,1,45,1,1,1,56,1
1,13188,35,2,1,1,35,1,0,1,35,2
16,13189,175,3,1,1,37,1,0,1,175,3
75,13190,31,2,0,1,19,1,0,1,31,2
105,13191,23,2,1,1,23,1,0,1,23,2
47,13192,60,1,1,1,34,1,0,1,60,1
2,13193,92,1,3,1,0,1,7,1,92,1
47,13194,72,1,2,1,72,2,0,1,71,1
2,13195,39,2,1,1,17,1,0,1,39,2
38,13196,155,3,1,1,54,2,0,1,155,3
5,13197,57,1,1,1,31,1,8,1,57,1
5,13198,75,1,2,1,36,1,10,1,75,1
71,13199,153,3,1,1,25,1,1,1,153,3
65,13200,50,2,1,1,37,1,0,1,50,2
5,13201,52,1,1,1,52,2,1,1,39,2
1,13202,39,2,1,1,39,1,2,1,37,2
5,13203,65,1,2,1,38,1,9,1,65,1
5,13203,65,1,2,1,38,1,9,1,65,1
34,13204,25,2,0,1,25,1,3,1,17,2
23,13205,52,1,1,1,47,1,2,1,52,1
5,13206,51,1,1,1,44,1,1,1,51,1
20,13207,64,1,1,1,53,2,0,1,64,1
5,13208,65,1,1,1,65,2,4,1,56,1
5,13208,65,1,1,1,65,2,4,1,56,1
16,13209,184,3,5,1,63,2,12,1,184,3
7,13210,158,3,6,1,105,5,15,1,158,3
7,13210,158,3,6,1,105,5,15,1,158,3
69,13211,45,2,1,1,25,1,0,1,45,2
1,13212,39,2,1,1,39,1,0,1,8,2
13,13213,36,2,1,1,36,1,0,1,2,2
23,13214,48,2,1,1,48,1,3,1,44,2
23,13214,48,2,1,1,48,1,3,1,44,2
1,13215,34,2,1,1,34,1,1,1,21,2
10,13216,99,1,3,1,0,1,8,1,99,1
10,13216,99,1,3,1,0,1,8,1,99,1
10,13216,99,1,3,1,0,1,8,1,99,1
37,13217,50,2,1,1,44,1,0,1,50,2
16,13218,152,3,1,1,39,1,0,1,152,3
25,13219,150,3,7,1,22,1,5,1,150,3
9,13220,84,1,3,1,16,1,10,1,84,1
32,13221,34,2,1,1,34,1,3,1,29,2
30,13222,59,1,1,1,25,1,2,1,59,1
9,13223,79,1,2,1,19,1,7,1,79,1
14,13224,96,1,3,1,20,1,3,1,96,1
5,13225,62,1,2,1,18,1,17,1,62,1
5,13226,44,2,2,1,30,1,4,1,44,2
5,13227,46,2,2,1,34,1,5,1,46,2
23,13228,37,2,1,1,37,1,2,1,19,2
20,13229,47,2,1,1,36,1,1,1,47,2
20,13230,65,1,2,1,22,1,11,1,65,1
20,13231,55,1,1,1,37,1,2,1,55,1
140,13232,74,1,2,1,17,1,0,1,74,1
9,13233,47,2,1,1,47,1,0,1,31,2
14,13234,82,1,1,1,0,1,18,1,82,1
2,13235,63,1,1,1,23,1,1,1,63,1
16,13236,158,3,3,1,76,2,2,1,158,3
20,13237,61,1,1,1,54,2,0,1,61,1
20,13238,64,1,1,1,64,2,0,1,62,1
22,13239,60,1,1,1,24,1,0,1,60,1
51,13240,47,2,1,1,23,1,0,1,47,2
98,13241,44,2,1,1,30,1,0,1,44,2
69,13242,22,2,1,1,22,1,0,1,22,2
5,13243,29,2,0,1,25,1,1,1,29,2
5,13243,29,2,0,1,25,1,1,1,29,2
1,13244,53,1,1,1,38,1,2,1,53,1
20,13245,43,2,1,1,43,1,0,1,24,2
15,13246,26,2,1,1,26,1,1,1,23,2
5,13247,53,1,1,1,39,1,2,1,53,1
1,13248,40,2,1,1,40,1,0,1,15,2
23,13249,90,1,2,1,27,1,14,1,90,1
18,13250,120,5,2,1,28,1,6,1,120,5
50,13251,23,2,0,1,23,1,0,1,23,2
2,13252,41,2,1,1,20,1,0,1,41,2
20,13253,33,2,0,1,33,1,0,1,17,2
71,13254,162,3,2,1,17,1,2,1,162,3
54,13255,34,2,1,1,34,1,2,1,22,2
1,13256,32,2,1,1,30,1,2,1,32,2
23,13257,41,2,1,1,41,1,1,1,33,2
15,13258,38,2,1,1,26,1,2,1,38,2
8,13259,33,2,0,1,33,1,1,1,15,2
65,13260,39,2,1,1,39,1,0,1,13,2
7,13261,178,3,3,1,178,3,2,1,118,5
2,13262,21,2,0,1,12,1,1,1,21,2
15,13263,43,2,1,1,33,1,2,1,43,2
2,13264,127,5,3,1,5,1,11,1,127,5
106,13265,70,1,1,1,25,1,2,1,70,1
106,13265,70,1,1,1,25,1,2,1,70,1
48,13266,107,5,1,1,35,1,3,1,107,5
18,13267,43,2,1,1,20,1,0,1,43,2
92,13268,19,2,0,1,19,1,0,1,16,2
15,13269,32,2,1,1,24,1,4,1,32,2
34,13270,18,2,0,1,18,1,0,1,14,2
41,13271,11,2,0,1,11,1,0,1,6,2
2,13272,24,2,0,1,23,1,0,1,24,2
2,13272,24,2,0,1,23,1,0,1,24,2
16,13273,155,3,3,1,140,5,1,1,155,3
15,13274,30,2,0,1,30,1,3,1,16,2
18,13275,55,1,1,1,25,1,0,1,55,1
26,13276,59,1,1,1,13,1,0,1,59,1
54,13277,73,1,1,1,25,1,3,1,73,1
45,13278,104,5,4,1,6,1,14,1,104,5
9,13279,67,1,1,1,23,1,5,1,67,1
14,13280,107,5,3,1,17,1,6,1,107,5
23,13281,29,2,1,1,29,1,1,1,18,2
23,13281,29,2,1,1,29,1,1,1,18,2
85,13282,61,1,2,1,15,1,0,1,61,1
3,13283,152,3,4,1,17,1,6,1,152,3
20,13284,52,1,1,1,36,1,2,1,52,1
20,13285,52,1,1,1,31,1,3,1,52,1
5,13286,59,1,1,1,35,1,3,1,59,1
3,13287,45,2,1,1,29,1,5,1,45,2
13,13288,33,2,1,1,33,1,0,1,3,2
9,13289,71,1,1,1,43,1,2,1,71,1
1,13290,39,2,1,1,39,1,0,1,14,2
54,13291,41,2,1,1,41,1,0,1,28,2
15,13292,36,2,1,1,33,1,1,1,36,2
9,13293,48,2,1,1,32,1,1,1,48,2
109,13294,116,5,1,1,20,1,16,1,116,5
109,13294,116,5,1,1,20,1,16,1,116,5
43,13295,38,2,1,1,25,1,0,1,38,2
54,13296,43,2,1,1,43,1,0,1,21,2
5,13297,53,1,1,1,17,1,5,1,53,1
15,13298,37,2,1,1,24,1,4,1,37,2
45,13299,68,1,2,1,17,1,3,1,68,1
6,13300,55,1,1,1,42,1,1,1,55,1
5,13301,79,1,1,1,79,2,3,1,34,2
5,13301,79,1,1,1,79,2,3,1,34,2
5,13301,79,1,1,1,79,2,3,1,34,2
5,13301,79,1,1,1,79,2,3,1,34,2
5,13301,79,1,1,1,79,2,3,1,34,2
5,13302,57,1,1,1,39,1,6,1,57,1
16,13303,71,1,1,1,19,1,4,1,71,1
113,13304,44,2,0,1,30,1,0,1,44,2
23,13305,39,2,1,1,39,1,0,1,36,2
23,13305,39,2,1,1,39,1,0,1,36,2
5,13306,46,2,1,1,32,1,4,1,46,2
9,13307,142,5,1,1,31,1,2,1,142,5
5,13308,38,2,0,1,28,1,1,1,38,2
15,13309,34,2,0,1,34,1,0,1,27,2
65,13310,44,2,1,1,35,1,5,1,44,2
16,13311,84,1,2,1,19,1,5,1,84,1
5,13312,44,2,1,1,44,1,1,1,44,2
5,13313,32,2,1,1,32,1,1,1,28,2
29,13314,66,1,2,1,22,1,0,1,66,1
46,13315,162,3,4,1,47,1,8,1,162,3
22,13316,153,3,2,1,36,1,4,1,153,3
37,13317,62,1,1,1,62,2,0,1,53,1
6,13318,52,1,1,1,37,1,2,1,52,1
1,13319,42,2,1,1,42,1,0,1,22,2
1,13320,56,1,1,1,31,1,0,1,56,1
22,13321,60,1,1,1,19,1,3,1,60,1
5,13322,50,2,1,1,44,1,1,1,50,2
105,13323,150,3,4,1,19,1,3,1,150,3
5,13324,56,1,1,1,41,1,1,1,56,1
20,13325,61,1,1,1,61,2,0,1,58,1
3,13326,52,1,1,1,52,2,0,1,30,2
